underlying,underlying_last, exchange,optionroot,optionext,type,expiration,quotedate,strike,last,bid,ask,volume,openinterest,impliedvol,delta,gamma,theta,vega,optionalias
VXX,28.95,W,VXX161209C00028000,,call,12/09/2016,12/01/2016,28,1.9,1.56,1.62,1125,5108,0.6416,0.6552,13.3996,-6.3453,1.5782,
VXX,28.95,W,VXX161209C00028500,,call,12/09/2016,12/01/2016,28.5,1.4,1.33,1.38,1408,5925,0.6725,0.5823,13.55,-7.0468,1.6727,
VXX,28.95,W,VXX161209C00029000,,call,12/09/2016,12/01/2016,29,1.2,1.15,1.19,1381,2977,0.7101,0.5146,13.1041,-7.5957,1.7081,
VXX,28.95,W,VXX161209C00029500,,call,12/09/2016,12/01/2016,29.5,1.21,0.99,1.03,1471,4204,0.7456,0.4543,12.4068,-7.9265,1.698,
VXX,28.95,W,VXX161209C00030000,,call,12/09/2016,12/01/2016,30,0.94,0.86,0.89,3946,3286,0.7763,0.4004,11.6195,-8.0465,1.6557,
VXX,28.95,W,VXX161209C00030500,,call,12/09/2016,12/01/2016,30.5,0.9,0.75,0.78,454,834,0.811,0.3542,10.7056,-8.0906,1.5937,
VXX,28.95,W,VXX161209C00031000,,call,12/09/2016,12/01/2016,31,0.77,0.65,0.68,544,11711,0.8399,0.3128,9.8428,-7.9774,1.5175,
VXX,28.95,W,VXX161209C00031500,,call,12/09/2016,12/01/2016,31.5,0.65,0.57,0.6,231,233,0.8713,0.2777,8.9811,-7.8325,1.4364,
VXX,28.95,W,VXX161209C00032000,,call,12/09/2016,12/01/2016,32,0.54,0.51,0.53,666,2919,0.9003,0.2467,8.1813,-7.6173,1.352,
VXX,28.95,W,VXX161209C00032500,,call,12/09/2016,12/01/2016,32.5,0.59,0.45,0.48,135,390,0.9363,0.2221,7.4215,-7.474,1.2755,
VXX,28.95,W,VXX161209C00033000,,call,12/09/2016,12/01/2016,33,0.47,0.4,0.43,428,3036,0.9655,0.1992,6.7513,-7.2291,1.1965,
VXX,28.95,W,VXX161209C00033500,,call,12/09/2016,12/01/2016,33.5,0.43,0.36,0.38,196,202,0.9878,0.1775,6.145,-6.8874,1.1142,
VXX,28.95,W,VXX161209C00034000,,call,12/09/2016,12/01/2016,34,0.35,0.32,0.35,168,2156,1.0223,0.1619,5.5977,-6.7199,1.0505,
VXX,28.95,W,VXX161209C00034500,,call,12/09/2016,12/01/2016,34.5,0.33,0.29,0.31,265,390,1.0418,0.1445,5.0956,-6.352,0.9744,
VXX,28.95,W,VXX161209C00035000,,call,12/09/2016,12/01/2016,35,0.27,0.26,0.28,237,13040,1.0664,0.1307,4.6466,-6.069,0.9095,
VXX,28.95,W,VXX161209C00035500,,call,12/09/2016,12/01/2016,35.5,0.25,0.24,0.26,121,2055,1.0977,0.1202,4.2585,-5.8932,0.858,
VXX,28.95,W,VXX161209C00036000,,call,12/09/2016,12/01/2016,36,0.16,0.22,0.24,33,389,1.1253,0.1103,3.907,-5.6824,0.807,
VXX,28.95,W,VXX161209C00036500,,call,12/09/2016,12/01/2016,36.5,0.24,0.2,0.22,18,29,1.1498,0.1009,3.5856,-5.4436,0.7567,
VXX,28.95,W,VXX161209C00037000,,call,12/09/2016,12/01/2016,37,0.2,0.19,0.2,114,111,1.1704,0.0918,3.2871,-5.1709,0.7062,
VXX,28.95,W,VXX161209C00037500,,call,12/09/2016,12/01/2016,37.5,0.19,0.17,0.19,407,355,1.202,0.0861,3.0498,-5.0605,0.6729,
VXX,28.95,W,VXX161209C00038000,,call,12/09/2016,12/01/2016,38,0.16,0.16,0.17,610,2009,1.2161,0.0776,2.7894,-4.7378,0.6227,
VXX,28.95,W,VXX161209C00038500,,call,12/09/2016,12/01/2016,38.5,0.19,0.14,0.16,33,2558,1.2428,0.0725,2.5893,-4.5931,0.5907,
VXX,28.95,W,VXX161209C00039000,,call,12/09/2016,12/01/2016,39,0.15,0.13,0.15,15,556,1.2672,0.0675,2.4039,-4.4334,0.5592,
VXX,28.95,W,VXX161209C00039500,,call,12/09/2016,12/01/2016,39.5,0.17,0.12,0.14,9,259,1.2898,0.0627,2.2321,-4.2641,0.5284,
VXX,28.95,W,VXX161209C00040000,,call,12/09/2016,12/01/2016,40,0.14,0.11,0.13,642,4299,1.31,0.0582,2.071,-4.0812,0.498,
VXX,28.95,W,VXX161209C00040500,,call,12/09/2016,12/01/2016,40.5,0.09,0.1,0.12,0,77,1.3275,0.0537,1.918,-3.8816,0.4674,
VXX,28.95,W,VXX161209C00041000,,call,12/09/2016,12/01/2016,41,0.1,0.09,0.11,57,167,1.3426,0.0493,1.7725,-3.6689,0.4368,
VXX,28.95,W,VXX161209C00041500,,call,12/09/2016,12/01/2016,41.5,0.11,0.09,0.11,10,38,1.379,0.0482,1.6961,-3.7039,0.4293,
VXX,28.95,W,VXX161209C00042000,,call,12/09/2016,12/01/2016,42,0.09,0.08,0.1,27,50,1.3908,0.0441,1.566,-3.4788,0.3998,
VXX,28.95,W,VXX161209C00042500,,call,12/09/2016,12/01/2016,42.5,0.09,0.08,0.09,90,180,1.399,0.04,1.438,-3.2322,0.3693,
VXX,28.95,W,VXX161209C00043000,,call,12/09/2016,12/01/2016,43,0.08,0.07,0.09,89,1582,1.4328,0.0392,1.3822,-3.2585,0.3635,
VXX,28.95,W,VXX161209C00043500,,call,12/09/2016,12/01/2016,43.5,0.08,0.07,0.08,10,205,1.437,0.0353,1.2637,-2.9966,0.3333,
VXX,28.95,W,VXX161209C00044000,,call,12/09/2016,12/01/2016,44,0.07,0.06,0.08,21,590,1.4692,0.0347,1.2178,-3.0187,0.3284,
VXX,28.95,W,VXX161209C00044500,,call,12/09/2016,12/01/2016,44.5,0.03,0.06,0.07,0,6,1.4687,0.0308,1.1054,-2.7379,0.298,
VXX,28.95,W,VXX161209C00045000,,call,12/09/2016,12/01/2016,45,0.06,0.05,0.07,335,390,1.4999,0.0303,1.0687,-2.7609,0.2942,
VXX,28.95,W,VXX161209C00045500,,call,12/09/2016,12/01/2016,45.5,0.03,0.05,0.07,4,4,1.5297,0.0298,1.0323,-2.7739,0.2899,
VXX,28.95,W,VXX161209C00046000,,call,12/09/2016,12/01/2016,46,0.03,0.05,0.06,5,328,1.5228,0.0261,0.9281,-2.4714,0.2594,
VXX,28.95,W,VXX161209C00046500,,call,12/09/2016,12/01/2016,46.5,0.03,0.04,0.06,4,0,1.5518,0.0257,0.8992,-2.4866,0.2561,
VXX,28.95,W,VXX161209C00047000,,call,12/09/2016,12/01/2016,47,0.04,0.05,0.06,45,218,1.58,0.0253,0.8715,-2.4985,0.2528,
VXX,28.95,W,VXX161209C00047500,,call,12/09/2016,12/01/2016,47.5,0.03,0.04,0.06,6,0,1.6083,0.0249,0.8462,-2.5134,0.2498,
VXX,28.95,W,VXX161209C00048000,,call,12/09/2016,12/01/2016,48,0.05,0.04,0.05,35,234,1.5938,0.0214,0.7511,-2.1907,0.2197,
VXX,28.95,W,VXX161209C00048500,,call,12/09/2016,12/01/2016,48.5,0.04,0.03,0.05,7,0,1.6205,0.0211,0.7299,-2.2009,0.2171,
VXX,28.95,W,VXX161209C00049000,,call,12/09/2016,12/01/2016,49,0.03,0.03,0.05,14,593,1.6464,0.0208,0.7093,-2.2077,0.2143,
VXX,28.95,W,VXX161209C00049500,,call,12/09/2016,12/01/2016,49.5,0.03,0.03,0.05,6,0,1.6731,0.0206,0.6915,-2.2227,0.2124,
VXX,28.95,W,VXX161209C00050000,,call,12/09/2016,12/01/2016,50,0.03,0.03,0.04,12,556,1.648,0.0171,0.5992,-1.8685,0.1812,
VXX,28.95,W,VXX161209C00050500,,call,12/09/2016,12/01/2016,50.5,0.03,0.03,0.04,1,0,1.6724,0.0168,0.5833,-1.8734,0.1791,
VXX,28.95,W,VXX161209C00051000,,call,12/09/2016,12/01/2016,51,0.03,0.02,0.04,4,54,1.6968,0.0166,0.5688,-1.8803,0.1771,
VXX,28.95,W,VXX161209C00051500,,call,12/09/2016,12/01/2016,51.5,0.03,0.02,0.04,3,0,1.7212,0.0164,0.5553,-1.8891,0.1754,
VXX,28.95,W,VXX161209C00052000,,call,12/09/2016,12/01/2016,52,0.02,0.02,0.03,2,10,1.6815,0.0129,0.4619,-1.4998,0.1426,
VXX,28.95,W,VXX161209C00052500,,call,12/09/2016,12/01/2016,52.5,0.02,0.02,0.03,5,0,1.7044,0.0128,0.451,-1.5045,0.1411,
VXX,28.95,W,VXX161209C00053000,,call,12/09/2016,12/01/2016,53,0.02,0.02,0.03,2,205,1.7273,0.0126,0.441,-1.5107,0.1398,
VXX,28.95,W,VXX161209C00053500,,call,12/09/2016,12/01/2016,53.5,0.02,0.02,0.03,3,0,1.7487,0.0124,0.43,-1.5096,0.138,
VXX,28.95,W,VXX161209C00054000,,call,12/09/2016,12/01/2016,54,0.02,0.02,0.03,2,35,1.7715,0.0123,0.4214,-1.5187,0.137,
VXX,28.95,W,VXX161209C00054500,,call,12/09/2016,12/01/2016,54.5,0,0.01,0.03,0,0,1.7944,0.0122,0.4136,-1.529,0.1362,
VXX,28.95,W,VXX161209C00055000,,call,12/09/2016,12/01/2016,55,0.02,0.01,0.03,2,1192,1.8158,0.0121,0.4047,-1.5321,0.1349,
VXX,28.95,W,VXX161209C00055500,,call,12/09/2016,12/01/2016,55.5,0.02,0.01,0.03,2,0,1.8372,0.012,0.3964,-1.5364,0.1337,
VXX,28.95,W,VXX161209C00056000,,call,12/09/2016,12/01/2016,56,0.02,0.01,0.03,2,15045,1.8585,0.0119,0.3888,-1.5419,0.1326,
VXX,28.95,W,VXX161209C00057000,,call,12/09/2016,12/01/2016,57,0.32,0.01,0.02,0,12,1.8127,0.0084,0.2946,-1.1117,0.098,
VXX,28.95,W,VXX161209C00058000,,call,12/09/2016,12/01/2016,58,0.01,0.01,0.02,0,120,1.8524,0.0083,0.2839,-1.1187,0.0965,
VXX,28.95,W,VXX161209C00059000,,call,12/09/2016,12/01/2016,59,0.11,0,0.02,0,92,1.889,0.008,0.2723,-1.1156,0.0944,
VXX,28.95,W,VXX161209C00060000,,call,12/09/2016,12/01/2016,60,0.03,0,0.02,0,313,1.9287,0.008,0.2644,-1.1293,0.0936,
VXX,28.95,W,VXX161209C00065000,,call,12/09/2016,12/01/2016,65,0.01,0,0.02,0,103,2.1057,0.0074,0.2256,-1.1487,0.0872,
VXX,28.95,W,VXX161209C00070000,,call,12/09/2016,12/01/2016,70,0.02,0,0.02,0,697,2.2705,0.007,0.1993,-1.1794,0.083,
VXX,28.95,W,VXX161209P00021000,,put,12/09/2016,12/01/2016,21,0,0,0.01,0,0,0.9155,-0.0074,0.5212,-0.5014,0.0876,
VXX,28.95,W,VXX161209P00021500,,put,12/09/2016,12/01/2016,21.5,0.02,0,0.01,0,4,0.8545,-0.0078,0.5881,-0.4928,0.0922,
VXX,28.95,W,VXX161209P00022000,,put,12/09/2016,12/01/2016,22,0,0,0.01,0,0,0.7965,-0.0085,0.6748,-0.4914,0.0987,
VXX,28.95,W,VXX161209P00022500,,put,12/09/2016,12/01/2016,22.5,0.01,0,0.01,0,20,0.7385,-0.0091,0.776,-0.4858,0.1052,
VXX,28.95,W,VXX161209P00023500,,put,12/09/2016,12/01/2016,23.5,0.02,0,0.01,0,457,0.6256,-0.0107,1.0578,-0.4751,0.1215,
VXX,28.95,W,VXX161209P00024000,,put,12/09/2016,12/01/2016,24,0.01,0,0.02,10,319,0.6287,-0.0196,1.7652,-0.8005,0.2037,
VXX,28.95,W,VXX161209P00024500,,put,12/09/2016,12/01/2016,24.5,0.01,0,0.02,29,689,0.5692,-0.0215,2.1089,-0.7839,0.2203,
VXX,28.95,W,VXX161209P00025000,,put,12/09/2016,12/01/2016,25,0.03,0.02,0.03,178,2073,0.5463,-0.0318,3.0471,-1.0433,0.3055,
VXX,28.95,W,VXX161209P00025500,,put,12/09/2016,12/01/2016,25.5,0.04,0.04,0.06,66,1920,0.5573,-0.057,4.7927,-1.708,0.4903,
VXX,28.95,W,VXX161209P00026000,,put,12/09/2016,12/01/2016,26,0.09,0.1,0.12,467,3437,0.5821,-0.0983,6.9496,-2.7017,0.7426,
VXX,28.95,W,VXX161209P00026500,,put,12/09/2016,12/01/2016,26.5,0.19,0.19,0.2,880,3192,0.5938,-0.1467,9.0285,-3.6513,0.984,
VXX,28.95,W,VXX161209P00027000,,put,12/09/2016,12/01/2016,27,0.35,0.33,0.36,3902,37524,0.6439,-0.2177,10.668,-5.0738,1.2609,
VXX,28.95,W,VXX161209P00027500,,put,12/09/2016,12/01/2016,27.5,0.51,0.51,0.54,1297,11554,0.6722,-0.2854,11.7973,-6.1131,1.4555,
VXX,28.95,W,VXX161209P00028000,,put,12/09/2016,12/01/2016,28,0.74,0.74,0.78,1144,4846,0.7118,-0.3557,12.2162,-7.0989,1.5962,
VXX,28.95,W,VXX161209P00028500,,put,12/09/2016,12/01/2016,28.5,0.92,1.01,1.05,796,2411,0.7451,-0.4216,12.2551,-7.8023,1.6761,
VXX,28.95,W,VXX161209P00029000,,put,12/09/2016,12/01/2016,29,1.32,1.31,1.35,933,7896,0.7753,-0.4829,11.9987,-8.2706,1.7077,
VXX,28.95,W,VXX161209P00029500,,put,12/09/2016,12/01/2016,29.5,1.65,1.65,1.7,576,550,0.8171,-0.5377,11.3447,-8.6844,1.7016,
VXX,28.95,W,VXX161209P00030000,,put,12/09/2016,12/01/2016,30,1.9,2.01,2.07,148,11289,0.8554,-0.5862,10.6313,-8.9169,1.6692,
VXX,28.95,W,VXX161209P00030500,,put,12/09/2016,12/01/2016,30.5,2.23,2.4,2.45,52,187,0.8867,-0.6298,9.9399,-8.9588,1.6179,
VXX,28.95,W,VXX161209P00031000,,put,12/09/2016,12/01/2016,31,2.82,2.8,2.86,117,423,0.9254,-0.6666,9.1706,-9.0021,1.5578,
VXX,28.95,W,VXX161209P00031500,,put,12/09/2016,12/01/2016,31.5,3.13,3.2,3.3,22,368,0.9745,-0.696,8.3779,-9.1176,1.4986,
VXX,28.95,W,VXX161209P00032000,,put,12/09/2016,12/01/2016,32,3.5,3.65,3.75,41,487,1.0232,-0.7209,7.6675,-9.1984,1.44,
VXX,28.95,W,VXX161209P00032500,,put,12/09/2016,12/01/2016,32.5,4.65,4.05,4.2,0,60,1.0654,-0.7436,7.0551,-9.1771,1.3798,
VXX,28.95,W,VXX161209P00033000,,put,12/09/2016,12/01/2016,33,4.6,4.5,4.65,3,4118,1.1019,-0.7646,6.516,-9.0645,1.3179,
VXX,28.95,W,VXX161209P00033500,,put,12/09/2016,12/01/2016,33.5,5.96,4.95,5.1,0,100,1.1325,-0.7843,6.0332,-8.8645,1.2542,
VXX,28.95,W,VXX161209P00034000,,put,12/09/2016,12/01/2016,34,5.5,5.4,5.55,41,852,1.1576,-0.8031,5.5927,-8.5841,1.1883,
VXX,28.95,W,VXX161209P00034500,,put,12/09/2016,12/01/2016,34.5,5.9,5.85,6.05,0,15,1.2209,-0.8106,5.178,-8.841,1.1604,
VXX,28.95,W,VXX161209P00035000,,put,12/09/2016,12/01/2016,35,6.25,6.35,6.5,125,120,1.2373,-0.8276,4.8174,-8.4462,1.0941,
VXX,28.95,W,VXX161209P00035500,,put,12/09/2016,12/01/2016,35.5,7.75,6.8,7.05,0,36,1.3416,-0.8232,4.5134,-9.3059,1.1115,
VXX,28.95,W,VXX161209P00036000,,put,12/09/2016,12/01/2016,36,7.12,7.3,7.45,10,34,1.3039,-0.8491,4.1898,-8.1559,1.0028,
VXX,28.95,W,VXX161209P00036500,,put,12/09/2016,12/01/2016,36.5,6.87,7.75,7.95,0,10,1.358,-0.8537,3.9414,-8.3231,0.9825,
VXX,28.95,W,VXX161209P00037000,,put,12/09/2016,12/01/2016,37,9.25,8.25,8.45,0,140,1.4107,-0.8578,3.7215,-8.4798,0.9637,
VXX,28.95,W,VXX161209P00037500,,put,12/09/2016,12/01/2016,37.5,9.28,8.75,8.95,0,146,1.4622,-0.8616,3.5258,-8.6311,0.9463,
VXX,28.95,W,VXX161209P00038000,,put,12/09/2016,12/01/2016,38,9.1,9.2,9.4,150,203,1.4572,-0.8756,3.2862,-7.9877,0.879,
VXX,28.95,W,VXX161209P00038500,,put,12/09/2016,12/01/2016,38.5,10.28,9.7,9.9,0,82,1.5053,-0.8786,3.1269,-8.1101,0.864,
VXX,28.95,W,VXX161209P00039000,,put,12/09/2016,12/01/2016,39,9.62,10.2,10.4,0,120,1.5522,-0.8814,2.9828,-8.2262,0.8499,
VXX,28.95,W,VXX161209P00039500,,put,12/09/2016,12/01/2016,39.5,8.56,10.7,10.9,0,10,1.5984,-0.884,2.8523,-8.341,0.8368,
VXX,28.95,W,VXX161209P00040000,,put,12/09/2016,12/01/2016,40,12.19,11.2,11.35,0,7,1.5804,-0.8971,2.6466,-7.564,0.7678,
VXX,28.95,W,VXX161209P00040500,,put,12/09/2016,12/01/2016,40.5,0,11.65,11.9,0,0,1.6874,-0.8886,2.624,-8.5522,0.8128,
VXX,28.95,W,VXX161209P00041000,,put,12/09/2016,12/01/2016,41,12.75,12.15,12.35,0,1,1.6659,-0.9011,2.4384,-7.7427,0.7456,
VXX,28.95,W,VXX161209P00041500,,put,12/09/2016,12/01/2016,41.5,10.64,12.65,12.85,0,538,1.7075,-0.903,2.3469,-7.8286,0.7356,
VXX,28.95,W,VXX161209P00042000,,put,12/09/2016,12/01/2016,42,13.65,13.15,13.35,0,25,1.7483,-0.9047,2.2624,-7.9118,0.726,
VXX,28.95,W,VXX161209P00042500,,put,12/09/2016,12/01/2016,42.5,11.58,13.65,13.85,0,0,1.7883,-0.9063,2.1842,-7.9922,0.717,
VXX,28.95,W,VXX161209P00043000,,put,12/09/2016,12/01/2016,43,14.95,14.15,14.35,0,18,1.8276,-0.9078,2.1115,-8.0694,0.7084,
VXX,28.95,W,VXX161209P00043500,,put,12/09/2016,12/01/2016,43.5,0,14.65,14.85,0,0,1.8662,-0.9092,2.0438,-8.1432,0.7001,
VXX,28.95,W,VXX161209P00044000,,put,12/09/2016,12/01/2016,44,0,15.1,15.35,0,0,1.9039,-0.9106,1.9805,-8.2135,0.6921,
VXX,28.95,W,VXX161209P00044500,,put,12/09/2016,12/01/2016,44.5,0,15.6,15.85,0,0,1.9413,-0.9119,1.9216,-8.2853,0.6847,
VXX,28.95,W,VXX161209P00045000,,put,12/09/2016,12/01/2016,45,16.83,16.1,16.3,0,1,1.9005,-0.9233,1.7688,-7.3053,0.6171,
VXX,28.95,W,VXX161209P00045500,,put,12/09/2016,12/01/2016,45.5,0,16.6,16.85,0,0,2.0138,-0.9143,1.8141,-8.4167,0.6706,
VXX,28.95,W,VXX161209P00046000,,put,12/09/2016,12/01/2016,46,0,17.1,17.3,0,0,1.9703,-0.9254,1.6707,-7.4158,0.6042,
VXX,28.95,W,VXX161209P00046500,,put,12/09/2016,12/01/2016,46.5,0,17.6,17.8,0,0,2.0042,-0.9264,1.6257,-7.4671,0.5981,
VXX,28.95,W,VXX161209P00047000,,put,12/09/2016,12/01/2016,47,13.05,18.1,18.3,0,27,2.0382,-0.9272,1.584,-7.5239,0.5926,
VXX,28.95,W,VXX161209P00047500,,put,12/09/2016,12/01/2016,47.5,0,18.6,18.8,0,0,2.0714,-0.9281,1.5443,-7.576,0.5872,
VXX,28.95,W,VXX161209P00048000,,put,12/09/2016,12/01/2016,48,0,19.1,19.3,0,0,2.1038,-0.929,1.5065,-7.6233,0.5818,
VXX,28.95,W,VXX161209P00048500,,put,12/09/2016,12/01/2016,48.5,0,19.6,19.8,0,0,2.1358,-0.9298,1.4707,-7.6707,0.5766,
VXX,28.95,W,VXX161209P00049000,,put,12/09/2016,12/01/2016,49,0,20.1,20.3,0,0,2.1675,-0.9306,1.4369,-7.718,0.5717,
VXX,28.95,W,VXX161209P00049500,,put,12/09/2016,12/01/2016,49.5,0,20.6,20.8,0,0,2.1988,-0.9313,1.4048,-7.765,0.567,
VXX,28.95,W,VXX161209P00050000,,put,12/09/2016,12/01/2016,50,0,21.1,21.3,0,0,2.2293,-0.932,1.374,-7.8068,0.5623,
VXX,28.95,W,VXX161209P00050500,,put,12/09/2016,12/01/2016,50.5,0,21.6,21.8,0,0,2.2598,-0.9327,1.3451,-7.8531,0.558,
VXX,28.95,W,VXX161209P00051000,,put,12/09/2016,12/01/2016,51,0,22.1,22.25,0,0,2.1938,-0.9431,1.2152,-6.6807,0.4894,
VXX,28.95,W,VXX161209P00051500,,put,12/09/2016,12/01/2016,51.5,0,22.6,22.8,0,0,2.3193,-0.934,1.291,-7.939,0.5496,
VXX,28.95,W,VXX161209P00052000,,put,12/09/2016,12/01/2016,52,0,23.1,23.3,0,0,2.3483,-0.9346,1.2656,-7.9783,0.5455,
VXX,28.95,W,VXX161209P00052500,,put,12/09/2016,12/01/2016,52.5,0,23.6,23.75,0,0,2.2789,-0.9448,1.1431,-6.7805,0.4782,
VXX,28.95,W,VXX161209P00053000,,put,12/09/2016,12/01/2016,53,0,24.1,24.25,0,0,2.3067,-0.9453,1.1214,-6.8151,0.4748,
VXX,28.95,W,VXX161209P00053500,,put,12/09/2016,12/01/2016,53.5,0,24.6,24.8,0,0,2.4338,-0.9363,1.1964,-8.1008,0.5345,
VXX,28.95,W,VXX161209P00054000,,put,12/09/2016,12/01/2016,54,0,25.1,25.25,0,0,2.3613,-0.9462,1.0806,-6.881,0.4684,
VXX,28.95,W,VXX161209P00054500,,put,12/09/2016,12/01/2016,54.5,0,25.6,25.75,0,0,2.388,-0.9467,1.0613,-6.9122,0.4652,
VXX,28.95,W,VXX161209P00055000,,put,12/09/2016,12/01/2016,55,27.15,26.05,26.3,0,6,2.5154,-0.9379,1.135,-8.208,0.524,
VXX,28.95,W,VXX161209P00055500,,put,12/09/2016,12/01/2016,55.5,0,26.55,26.8,0,0,2.5421,-0.9384,1.1162,-8.2444,0.5208,
VXX,28.95,W,VXX161209P00056000,,put,12/09/2016,12/01/2016,56,0,27.05,27.3,0,0,2.5688,-0.9389,1.0984,-8.2842,0.5179,
VXX,28.95,W,VXX161209P00057000,,put,12/09/2016,12/01/2016,57,0,28.05,28.25,0,0,2.5162,-0.9488,0.9754,-7.0521,0.4505,
VXX,28.95,W,VXX161209P00058000,,put,12/09/2016,12/01/2016,58,0,29.05,29.3,0,0,2.6711,-0.9406,1.0324,-8.4176,0.5062,
VXX,28.95,W,VXX161209P00059000,,put,12/09/2016,12/01/2016,59,0,30.05,30.25,0,0,2.6138,-0.9502,0.9178,-7.1592,0.4403,
VXX,28.95,W,VXX161209P00060000,,put,12/09/2016,12/01/2016,60,0,31.05,31.25,0,0,2.6611,-0.9509,0.8919,-7.211,0.4357,
VXX,28.95,W,VXX161209P00065000,,put,12/09/2016,12/01/2016,65,0,36.05,36.25,0,0,2.8835,-0.9537,0.785,-7.4501,0.4155,
VXX,28.95,W,VXX161209P00070000,,put,12/09/2016,12/01/2016,70,0,41.05,41.3,0,0,3.2021,-0.948,0.7752,-9.0778,0.4556,
VXX,28.95,*,VXX161216C00018000,,call,12/17/2016,12/01/2016,18,14.45,10.7,10.95,0,2,0.01,0,0,0,0,
VXX,28.95,*,VXX161216C00019000,,call,12/17/2016,12/01/2016,19,0,9.7,9.95,0,0,0.01,0,0,0,0,
VXX,28.95,*,VXX161216C00020000,,call,12/17/2016,12/01/2016,20,7.55,8.7,8.95,0,5,0.01,0,0,0,0,
VXX,28.95,*,VXX161216C00021000,,call,12/17/2016,12/01/2016,21,8.2,7.7,7.95,0,1,0.01,0,0,0,0,
VXX,28.95,*,VXX161216C00022000,,call,12/17/2016,12/01/2016,22,5.55,6.7,6.95,0,2,0.01,0,0,0,0,
VXX,28.95,*,VXX161216C00022500,,call,12/17/2016,12/01/2016,22.5,0,6.25,6.45,0,0,0.01,0,0,0,0,
VXX,28.95,*,VXX161216C00023000,,call,12/17/2016,12/01/2016,23,6.21,5.75,5.95,5,197,0.01,0,0,0,0,
VXX,28.95,*,VXX161216C00023500,,call,12/17/2016,12/01/2016,23.5,0,5.25,5.45,0,0,0.01,0,0,0,0,
VXX,28.95,*,VXX161216C00024000,,call,12/17/2016,12/01/2016,24,5.17,4.8,5,44,3519,0.5333,0.9633,2.5695,-0.8547,0.4718,
VXX,28.95,*,VXX161216C00024500,,call,12/17/2016,12/01/2016,24.5,3.49,4.3,4.5,0,56,0.4841,0.96,3.0314,-0.8315,0.5052,
VXX,28.95,*,VXX161216C00025000,,call,12/17/2016,12/01/2016,25,4.25,3.9,4.05,137,592,0.51,0.9295,4.5133,-1.3636,0.7925,
VXX,28.95,*,VXX161216C00025500,,call,12/17/2016,12/01/2016,25.5,3.8,3.5,3.65,53,192,0.5547,0.8822,6.0681,-2.1583,1.1588,
VXX,28.95,*,VXX161216C00026000,,call,12/17/2016,12/01/2016,26,3.25,3.2,3.25,685,3318,0.568,0.8394,7.3183,-2.7252,1.4312,
VXX,28.95,*,VXX161216C00026500,,call,12/17/2016,12/01/2016,26.5,2.93,2.88,2.91,39,390,0.5994,0.7851,8.3062,-3.4396,1.7141,
VXX,28.95,*,VXX161216C00027000,,call,12/17/2016,12/01/2016,27,2.69,2.59,2.61,808,5249,0.631,0.7291,8.9453,-4.1024,1.9435,
VXX,28.95,*,VXX161216C00027500,,call,12/17/2016,12/01/2016,27.5,2.47,2.32,2.34,253,938,0.6593,0.6744,9.3109,-4.658,2.1134,
VXX,28.95,*,VXX161216C00028000,,call,12/17/2016,12/01/2016,28,2.34,2.08,2.1,661,3804,0.6861,0.6218,9.4445,-5.1147,2.2309,
VXX,28.95,*,VXX161216C00028500,,call,12/17/2016,12/01/2016,28.5,2.05,1.87,1.89,640,2561,0.7126,0.572,9.3857,-5.4816,2.3026,
VXX,28.95,*,VXX161216C00029000,,call,12/17/2016,12/01/2016,29,1.74,1.68,1.7,1521,4285,0.7363,0.5254,9.2149,-5.7453,2.3361,
VXX,28.95,*,VXX161216C00029500,,call,12/17/2016,12/01/2016,29.5,1.58,1.52,1.53,1018,3584,0.7584,0.4821,8.9564,-5.9222,2.3385,
VXX,28.95,*,VXX161216C00030000,,call,12/17/2016,12/01/2016,30,1.43,1.38,1.39,1976,8249,0.7843,0.4428,8.5795,-6.0669,2.3167,
VXX,28.95,*,VXX161216C00030500,,call,12/17/2016,12/01/2016,30.5,1.36,1.25,1.26,138,515,0.8066,0.4065,8.1963,-6.1297,2.2762,
VXX,28.95,*,VXX161216C00031000,,call,12/17/2016,12/01/2016,31,1.15,1.13,1.15,564,3593,0.8306,0.3739,7.7734,-6.163,2.2228,
VXX,28.95,*,VXX161216C00031500,,call,12/17/2016,12/01/2016,31.5,1.09,1.03,1.05,354,351,0.8528,0.3441,7.3557,-6.1476,2.1597,
VXX,28.95,*,VXX161216C00032000,,call,12/17/2016,12/01/2016,32,0.98,0.94,0.96,582,3873,0.8738,0.3169,6.9464,-6.0942,2.0896,
VXX,28.95,*,VXX161216C00032500,,call,12/17/2016,12/01/2016,32.5,0.95,0.86,0.88,67,1266,0.8944,0.2922,6.5461,-6.0167,2.0157,
VXX,28.95,*,VXX161216C00033000,,call,12/17/2016,12/01/2016,33,0.84,0.79,0.81,1026,4107,0.9153,0.2701,6.1576,-5.9279,1.9405,
VXX,28.95,*,VXX161216C00033500,,call,12/17/2016,12/01/2016,33.5,0.75,0.73,0.74,815,8259,0.9317,0.2489,5.7987,-5.784,1.8602,
VXX,28.95,*,VXX161216C00034000,,call,12/17/2016,12/01/2016,34,0.69,0.67,0.69,1596,5163,0.955,0.2317,5.4406,-5.701,1.7889,
VXX,28.95,*,VXX161216C00034500,,call,12/17/2016,12/01/2016,34.5,0.6,0.62,0.64,142,2367,0.9748,0.2152,5.1115,-5.5808,1.7156,
